mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
1.0702652136484783,0.1081831713529926,0.07254727681477864,0.008504596658012233,5,sqrt,1,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",-156.99556165180178,-157.87057782194842,-154.47105541147113,-156.44573162840712,1.441277892659605,27,-153.3985207516397,-152.5108193402997,-153.4608370673789,-153.1233923864394,0.4339010128623898
0.2351076602935791,0.024677795562017546,0.018511215845743816,0.003532435298802774,5,sqrt,5,50,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 50}",-157.19530892856133,-159.92920894195953,-156.4857767574732,-157.87009820933136,1.484545212597825,35,-154.29756967720627,-154.6985506283843,-155.30867285343865,-154.76826438634308,0.4157141760740207
0.4880025386810303,0.03934547715438184,0.04096825917561849,0.012619741712264638,5,sqrt,5,100,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 100}",-157.28304521674187,-159.26146807113156,-155.86810356259247,-157.47087228348863,1.3916872079614275,33,-154.34770827199802,-153.9032606811967,-154.7819347690636,-154.34430124075277,0.35872528399748166
0.9964079856872559,0.05703914504749537,0.07758132616678874,0.017148146579628452,5,sqrt,5,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",-157.35372703448078,-158.34905862780337,-155.5888778221881,-157.09722116149075,1.141343058880059,31,-153.87436568032783,-152.93300130992668,-154.70436796284685,-153.83724498436712,0.7236336155453497
0.225816011428833,0.007917602722839274,0.01649133364359538,0.0013472222674271042,5,log2,1,50,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 50}",-156.32023917309218,-158.87628968844467,-153.42871034733412,-156.20841306962367,2.2253702279974807,25,-153.268156456007,-153.7548074337169,-152.17793272682076,-153.06696553884822,0.6592884038479659
0.4947238763173421,0.05744990115708987,0.0327300230662028,0.0017594689947906053,5,log2,1,100,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100}",-157.37436671285857,-158.5361702720472,-154.14090513156737,-156.68381403882438,1.8596121747094005,29,-154.12379023124612,-153.126572421208,-153.04426571460885,-153.431542789021,0.4906448066495217
1.1025928656260173,0.08551704221043087,0.15479151407877603,0.08054304274387042,5,log2,1,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 200}",-156.99556165180178,-157.87057782194842,-154.47105541147113,-156.44573162840712,1.441277892659605,27,-153.3985207516397,-152.5108193402997,-153.4608370673789,-153.1233923864394,0.4339010128623898
0.23891949653625488,0.044226926145071725,0.021431684494018555,0.005001605289727003,5,log2,5,50,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 50}",-157.19530892856133,-159.92920894195953,-156.4857767574732,-157.87009820933136,1.484545212597825,35,-154.29756967720627,-154.6985506283843,-155.30867285343865,-154.76826438634308,0.4157141760740207
0.5585494041442871,0.11694098191777891,0.04118959108988444,0.015863552821367404,5,log2,5,100,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 100}",-157.28304521674187,-159.26146807113156,-155.86810356259247,-157.47087228348863,1.3916872079614275,33,-154.34770827199802,-153.9032606811967,-154.7819347690636,-154.34430124075277,0.35872528399748166
0.9454079469045004,0.11839667832488726,0.0687731107076009,0.0038071604240637923,5,log2,5,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 200}",-157.35372703448078,-158.34905862780337,-155.5888778221881,-157.09722116149075,1.141343058880059,31,-153.87436568032783,-152.93300130992668,-154.70436796284685,-153.83724498436712,0.7236336155453497
0.5993161201477051,0.19727910331825885,0.06214006741841634,0.0019181454007468836,10,sqrt,1,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 50}",-103.6815491758974,-107.8942098857911,-106.87398678018693,-106.14991528062514,1.7944056056772215,11,-84.58747060353433,-83.7988840967336,-85.00053964201722,-84.46229811409505,0.4984944843974605
1.2516625722249348,0.3688456959866311,0.08164159456888835,0.012654621724542393,10,sqrt,1,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 100}",-102.85988694225777,-107.6169441693071,-106.09495838657033,-105.52392983271174,1.9835916199908592,9,-84.32793439532492,-83.20487441597061,-83.3403945914837,-83.62440113425974,0.5005401859068691
1.6946191787719727,0.1520277334084757,0.10466742515563965,0.004509760830989559,10,sqrt,1,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",-102.84229900996091,-107.16724939258445,-106.39378570707197,-105.46777803653912,1.8831563233842534,7,-84.00287512922166,-82.38504344004721,-83.67670726248983,-83.3548752772529,0.6985827145802281
0.6234320799509684,0.19926856590338854,0.039001146952311196,0.01301171289226975,10,sqrt,5,50,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 50}",-115.94413190740175,-118.98907732422964,-115.80653235204643,-116.91324719455928,1.468908087626987,23,-104.80508824135897,-102.7655054967945,-103.05409571213403,-103.54156315009584,0.90118175017994
0.9179985523223877,0.2431959624842055,0.061996142069498696,0.010916702785967096,10,sqrt,5,100,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 100}",-115.63691741279294,-118.27244926718234,-114.6338486043691,-116.18107176144814,1.5344774707212196,21,-104.51462735457427,-102.65765481247423,-101.65898060588073,-102.94375425764308,1.183235467612834
1.5363102753957112,0.185521144365741,0.1081539789835612,0.017894401011480578,10,sqrt,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'n_estimators': 200}",-114.5320102055694,-117.54141169774473,-115.20393667297388,-115.75911952542934,1.2897791374294045,19,-103.80321785425946,-102.02738491282996,-102.33614590612707,-102.72224955773883,0.7746838844791195
0.4356675942738851,0.08712928780066712,0.04690821965535482,0.028692704590503472,10,log2,1,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 50}",-103.6815491758974,-107.8942098857911,-106.87398678018693,-106.14991528062514,1.7944056056772215,11,-84.58747060353433,-83.7988840967336,-85.00053964201722,-84.46229811409505,0.4984944843974605
1.1195567448933919,0.3132981450334489,0.11399078369140625,0.08045142296067245,10,log2,1,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100}",-102.85988694225777,-107.6169441693071,-106.09495838657033,-105.52392983271174,1.9835916199908592,9,-84.32793439532492,-83.20487441597061,-83.3403945914837,-83.62440113425974,0.5005401859068691
1.9934244950612385,0.27063905593209037,0.11107651392618816,0.010521589330216356,10,log2,1,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 200}",-102.84229900996091,-107.16724939258445,-106.39378570707197,-105.46777803653912,1.8831563233842534,7,-84.00287512922166,-82.38504344004721,-83.67670726248983,-83.3548752772529,0.6985827145802281
0.3884867827097575,0.09716132366126948,0.027203718821207683,0.002773850964098832,10,log2,5,50,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 50}",-115.94413190740175,-118.98907732422964,-115.80653235204643,-116.91324719455928,1.468908087626987,23,-104.80508824135897,-102.7655054967945,-103.05409571213403,-103.54156315009584,0.90118175017994
0.8766242663065592,0.16590861855720093,0.06525301933288574,0.018841783685310313,10,log2,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 100}",-115.63691741279294,-118.27244926718234,-114.6338486043691,-116.18107176144814,1.5344774707212196,21,-104.51462735457427,-102.65765481247423,-101.65898060588073,-102.94375425764308,1.183235467612834
1.4176737467447917,0.06679473482742537,0.10292569796244304,0.007183115218574087,10,log2,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 5, 'n_estimators': 200}",-114.5320102055694,-117.54141169774473,-115.20393667297388,-115.75911952542934,1.2897791374294045,19,-103.80321785425946,-102.02738491282996,-102.33614590612707,-102.72224955773883,0.7746838844791195
